time,cost
0.01,-0.00018811658726968226
22.01000000000064,-0.003108905342306166
44.00999999999981,-0.007469287697392676
66.00999999999686,-0.0170953470812253
88.01000000000812,-0.03838333058176399
110.01000000001937,-0.07122518164190694
132.01000000002492,-0.10098770847157973
154.0100000000049,-0.11742192213820808
176.0099999999849,-0.12298318481369044
198.0099999999649,-0.12197706397999424
220.00999999994488,-0.2018345146822227
242.00999999992487,-0.2120249207470618
264.0099999999049,-0.2214035610991294
286.0099999998849,-0.23782261516369033
308.0099999998649,-0.2529928480894277
330.00999999984487,-0.26253475175093266
352.00999999982486,-0.2673811477459086
374.00999999980485,-0.26886841280566987
396.00999999978484,-0.26952207960675606
418.00999999976483,-0.2768086435316756
440.0099999997448,-0.2778680329789348
462.0099999997248,-0.28326203127741395
484.0099999997048,-0.3021765097179594
506.0099999996848,-0.3352789158199282
528.0099999996648,-0.37736310978679133
550.0099999996448,-0.4033457657151477
572.0099999996248,-0.41247353425831706
594.0099999996048,-0.41400508216688536
616.0099999995848,-0.4121734242774949
638.0099999995648,-0.41091806355044147
660.0099999995448,-0.40886285990891846
682.0099999995248,-0.4035544099340177
704.0099999995048,-0.399419929163761
726.0099999994848,-0.40121747963802284
748.0099999994648,-0.4036375494187803
770.0099999994447,-0.40932103425088134
792.0099999994247,-0.41150812610939436
814.0099999994047,-0.436446632809853
836.0099999993847,-0.4483878959841492
858.0099999993647,-0.4634756333168668
880.0099999993447,-0.49786287043234567
902.0099999993247,-0.5275898325670572
924.0099999993047,-0.5430937472015012
946.0099999992847,-0.5497138631054125
968.0099999992647,-0.553171866340678
990.0099999992447,-0.5544676573626991
1012.0099999992246,-0.5564612932684475
1034.0099999992046,-0.5640683005126401
1056.0099999991846,-0.5719946837772764
1078.0099999991646,-0.5820516856363465
1100.0099999991446,-0.5837937720395941
1122.0099999991246,-0.5646475503178499
1144.0099999991046,-0.5618758545936267
1166.0099999990846,-0.5663363384028707
1188.0099999990646,-0.5820826482317438
1210.0099999990446,-0.6036146452374318
1232.0099999990246,-0.6184795390602597
1254.0099999990045,-0.6257249880748847
1276.0099999989845,-0.6285722211068345
1298.0099999989645,-0.6297022451602345
1320.0099999989445,-0.6316835596308236
1342.0099999989245,-0.6319012250441232
1364.0099999989045,-0.6354926588647903
1386.0099999988845,-0.6499977979437084
1408.0099999988645,-0.6829229414849031
1430.0099999988445,-0.7216987526264309
1452.0099999988245,-0.744625639216006
1474.0099999988045,-0.7471386094409062
1496.0099999987845,-0.7468224652664519
1518.0099999987644,-0.7418251003624649
1540.0099999987444,-0.743343660004537
1562.0099999987244,-0.7460134831891866
1584.0099999987044,-0.752432588922163
1606.0099999986844,-0.7625351895656405
1628.0099999986644,-0.7735732948311904
1650.0099999986444,-0.7815253794219026
1672.0099999986244,-0.7867522750102391
1694.0099999986044,-0.7886444780934586
1716.0099999985844,-0.7915786098996086
1738.0099999985644,-0.7917567118287525
1760.0099999985443,-0.7971616109412073
1782.0099999985243,-0.8126841472484717
1804.0099999985043,-0.8297660591600696
1826.0099999984843,-0.8381427662876257
1848.0099999984643,-0.8402303811405281
1870.0099999984443,-0.8406724651305961
1892.0099999984243,-0.8408089197504867
1914.0099999984043,-0.8411289355643634
1936.0099999983843,-0.842407653412208
1958.0099999983643,-0.8490482300984292
1980.0099999983443,-0.8490012728322035
2002.0099999983242,-0.846351737100128
2024.0099999983042,-0.8467223448097727
2046.0099999982842,-0.8460225474768895
2068.009999998719,-0.845678502393893
2090.0099999991994,-0.8494131363379902
2112.0099999996796,-0.8514361007087825
2134.01000000016,-0.8515452504075596
2156.01000000064,-0.8522366160930464
2178.0100000011203,-0.8528284612351651
2200.0100000016005,-0.8528301495193945
