time,cost
0.01,0.0
23.510000000000876,0.0
47.009999999999216,0.0
70.50999999999917,0.0
94.01000000001119,0.0
117.51000000002321,-1.5442590517571712e-06
141.01000000001673,-4.222210328749536e-06
164.50999999999536,-4.509322248091904e-06
188.00999999997399,-4.7995517122119166e-06
211.5099999999526,-7.787960968707713e-06
235.00999999993124,-1.5686729362648875e-05
258.5099999999099,-9.472387521676979e-05
282.0099999998885,-0.0007571782768667538
305.50999999986715,-0.0025746746072850485
329.0099999998458,-0.00599437853706452
352.5099999998244,-0.011347305629884544
376.00999999980303,-0.018508984184636496
399.50999999978166,-0.026924109028748693
423.0099999997603,-0.036918084206430536
446.5099999997389,-0.04811173981848722
470.00999999971754,-0.05935197458125196
493.50999999969616,-0.06984623501816145
517.0099999996748,-0.07834032727319853
540.5099999996535,-0.08418052584262821
564.0099999996321,-0.0879760184568666
587.5099999996107,-0.09015399350105656
611.0099999995894,-0.09115685179899741
634.509999999568,-0.09142941670433667
658.0099999995466,-0.09145438386123551
681.5099999995252,-0.09175520659570988
705.0099999995039,-0.09273157033234708
728.5099999994825,-0.09453637350412454
752.0099999994611,-0.09701249524317929
775.5099999994397,-0.09939460908672315
799.0099999994184,-0.10049427429394199
822.509999999397,-0.1013474594283634
846.0099999993756,-0.10221566357836008
869.5099999993542,-0.1031928295237179
893.0099999993329,-0.10449094247927881
916.5099999993115,-0.10609376196964636
940.0099999992901,-0.10775050823461527
963.5099999992688,-0.10918299757228857
987.0099999992474,-0.11020996761636524
1010.509999999226,-0.1106224082601562
1034.0099999992046,-0.1107282953872488
1057.5099999991833,-0.11084110592768455
1081.009999999162,-0.11088518248879556
1104.5099999991405,-0.11088848391820116
1128.0099999991191,-0.11088771386672179
1151.5099999990978,-0.11089215558619393
1175.0099999990764,-0.1109530055493405
1198.509999999055,-0.11120806903257807
1222.0099999990337,-0.11189282965572855
1245.5099999990123,-0.11336589927087669
1269.009999998991,-0.11605723425339923
1292.5099999989695,-0.12008375955405538
1316.0099999989482,-0.1252780535611505
1339.5099999989268,-0.1312853107827248
1363.0099999989054,-0.13768722153100763
1386.509999998884,-0.14376366818692615
1410.0099999988627,-0.1489025486745829
1433.5099999988413,-0.15548636146444583
1457.00999999882,-0.16361378068041407
1480.5099999987985,-0.17292412143977773
1504.0099999987772,-0.18143599313765466
1527.5099999987558,-0.1877109382236706
1551.0099999987344,-0.1922842683071956
1574.509999998713,-0.1950686751546735
1598.0099999986917,-0.19644275718687607
1621.5099999986703,-0.19700692942919182
1645.009999998649,-0.19715444048053551
1668.5099999986276,-0.19730777029101268
1692.0099999986062,-0.1997102536682253
1715.5099999985848,-0.2036343705821546
1739.0099999985634,-0.20339696665630466
1762.509999998542,-0.20186210168390256
1786.0099999985207,-0.201739680156686
1809.5099999984993,-0.20258280338377774
1833.009999998478,-0.20408099159158832
1856.5099999984566,-0.2050120281256191
1880.0099999984352,-0.20507910162880943
1903.5099999984138,-0.20438622003588763
1927.0099999983925,-0.20354301214750906
1950.509999998371,-0.2025842500645458
1974.0099999983497,-0.20159634263234277
1997.5099999983283,-0.20071656025869947
2021.009999998307,-0.1999407704371777
2044.5099999982856,-0.19916056428831444
2068.009999998719,-0.1983385894504996
2091.509999999232,-0.19752480184221116
2115.009999999745,-0.19677885382586802
2138.510000000258,-0.1961429641339865
2162.010000000771,-0.1956497598407792
2185.510000001284,-0.19536024549452738
2209.010000001797,-0.19525054827525065
2232.51000000231,-0.19523117195211856
2256.010000002823,-0.1952308176269893
2279.510000003336,-0.1952308176269892
2303.0100000038487,-0.19523081762698916
2326.5100000043617,-0.19523081762698913
2350.0100000048747,-0.1952308176269891
