time,cost
0.01,0.0
8.009999999999874,0.0
16.009999999999703,0.0
24.010000000000954,0.0
32.0100000000022,0.0
40.01000000000061,0.0
48.00999999999902,-8.35488290198607e-07
56.009999999997426,-1.066400930053071e-05
64.00999999999584,-4.267198310631437e-05
72.00999999999993,-0.0001042783937821519
80.01000000000403,-0.00019948140532358952
88.01000000000812,-0.0003289454483073311
96.01000000001221,-0.0004884371599813172
104.0100000000163,-0.0006671527444870688
112.0100000000204,-0.0008461323896443898
120.01000000002449,-0.0010012732353943
128.01000000002855,-0.001111012614113848
136.01000000002128,-0.0011664973089171712
144.010000000014,-0.0011810122981298608
152.01000000000673,-0.0011817034347794666
160.00999999999945,-0.0011817034347791494
168.00999999999217,-0.0011817034347793485
176.0099999999849,-0.0011817034347791618
184.00999999997762,-0.001181703434779083
192.00999999997035,-0.0011817034347790985
200.00999999996307,-0.0011817034347793244
208.0099999999558,-0.0011817034347791867
216.00999999994852,-0.001181703434779192
224.00999999994124,-0.001181703433020263
232.00999999993397,-0.0011817034330203916
240.0099999999267,-0.0011817034330204017
248.00999999991942,-0.0011817034330201222
256.00999999991217,-0.0011817034330202341
264.0099999999049,-0.0011817034330203987
272.0099999998976,-0.00118170343302016
280.00999999989034,-0.0011817034330201814
288.00999999988306,-0.0011817034330202406
296.0099999998758,-0.0011817034330203903
304.0099999998685,-0.0011817034330202504
312.00999999986124,-0.00118170343302041
320.00999999985396,-0.0011820918933573492
328.0099999998467,-0.0011843112927530633
336.0099999998394,-0.001185026786169877
344.00999999983213,-0.0011850286061159526
352.00999999982486,-0.0011850286061156623
360.0099999998176,-0.0011850286061158377
368.0099999998103,-0.0011850286061157996
376.00999999980303,-0.0011850286061158054
384.00999999979575,-0.0011850286061158128
392.0099999997885,-0.0011850286061159821
400.0099999997812,-0.0011850286061158223
408.0099999997739,-0.0011850286061159678
416.00999999976665,-0.0011850286061159557
424.0099999997594,-0.001185028606115968
432.0099999997521,-0.001185028606115967
440.0099999997448,-0.0011850286061159498
448.00999999973754,-0.0011850286061156669
456.00999999973027,-0.0011850286061157933
464.009999999723,-0.0013035095035650317
472.0099999997157,-0.002754448195271899
480.00999999970844,-0.0029072086547828682
488.00999999970117,-0.0029414832080563655
496.0099999996939,-0.002980733050010077
504.0099999996866,-0.0030276553135802162
512.0099999996794,-0.0030848339450384944
520.0099999996721,-0.0031548987847495762
528.0099999996648,-0.003240738969681865
536.0099999996576,-0.003345461003754744
544.0099999996503,-0.0034725075166196803
552.009999999643,-0.0036258829548874508
560.0099999996357,-0.0038102751303670463
568.0099999996285,-0.004026700744459238
576.0099999996212,-0.00426345043510446
584.0099999996139,-0.004498706432797989
592.0099999996066,-0.004703798094764889
600.0099999995994,-0.004856653314228399
608.0099999995921,-0.004950076725209894
616.0099999995848,-0.0050054340946419675
624.0099999995775,-0.0050741130589383
632.0099999995703,-0.005183560551224353
640.009999999563,-0.0053510201898743295
648.0099999995557,-0.005601749900866601
656.0099999995484,-0.005972892940079148
664.0099999995412,-0.00651702332822743
672.0099999995339,-0.007193759065883043
680.0099999995266,-0.007813036161793267
688.0099999995193,-0.008244504338628392
696.009999999512,-0.00844298760806761
704.0099999995048,-0.008484446354526673
712.0099999994975,-0.008520869435748663
720.0099999994902,-0.008601241725834423
728.009999999483,-0.00874946185708297
736.0099999994757,-0.008995677729101505
744.0099999994684,-0.009376597137802275
752.0099999994611,-0.009894673502572523
760.0099999994538,-0.01049708587982696
768.0099999994466,-0.011128062512758994
776.0099999994393,-0.011738598630081023
784.009999999432,-0.01229110801051611
792.0099999994247,-0.012761037242289728
800.0099999994175,-0.01313687503119725
