time,cost
0.01,0.0
28.510000000001657,0.0
57.00999999999723,0.0
85.51000000000684,0.0
114.01000000002142,0.0
142.51000000001537,0.0
171.00999999998945,0.0
199.50999999996353,-7.01903406719914e-07
228.0099999999376,-1.3536883074147318e-06
256.5099999999117,-1.35368830741811e-06
285.0099999998858,-1.3536883074156233e-06
313.5099999998599,-1.3536883074117305e-06
342.00999999983395,-1.481916297491223e-06
370.50999999980803,-7.759471586490344e-06
399.0099999997821,-3.3310592349215635e-05
427.5099999997562,-5.3692366962683934e-05
456.00999999973027,-6.949600591626543e-05
484.50999999970435,-9.223803901243846e-05
513.0099999996785,-0.00012429390238498464
541.5099999996526,-0.00016879406075570954
570.0099999996266,-0.00022933539193102168
598.5099999996007,-0.00030985025845696516
627.0099999995748,-0.0004490792328873974
655.5099999995489,-0.0009234279574651578
684.009999999523,-0.0025687352042257565
712.509999999497,-0.0074529813667308965
741.0099999994711,-0.017489388549700856
769.5099999994452,-0.029751352989902478
798.0099999994193,-0.04275508345329624
826.5099999993934,-0.057594186976158465
855.0099999993674,-0.0694800331461249
883.5099999993415,-0.07732901796712016
912.0099999993156,-0.08043484215119548
940.5099999992897,-0.07982584026921273
969.0099999992638,-0.08044352947339035
997.5099999992378,-0.08068947170149962
1026.009999999212,-0.08089334908564089
1054.509999999186,-0.08682262806896662
1083.00999999916,-0.0991867061939396
1111.5099999991342,-0.11163673054413362
1140.0099999991082,-0.11842391691395725
1168.5099999990823,-0.12095909293378734
1197.0099999990564,-0.12180981725516032
1225.5099999990305,-0.12207263438983618
1254.0099999990045,-0.12214778957880891
1282.5099999989786,-0.12216884703788665
1311.0099999989527,-0.12220907065744281
1339.5099999989268,-0.12231077536151924
1368.0099999989009,-0.1225048117865057
1396.509999998875,-0.12352511159642902
1425.009999998849,-0.12516797847618974
1453.509999998823,-0.12621685294627316
1482.0099999987972,-0.12577461792587255
1510.5099999987713,-0.1250558305582209
1539.0099999987453,-0.12466764159630175
1567.5099999987194,-0.12456037765314273
1596.0099999986935,-0.12454415359086589
1624.5099999986676,-0.12472283453639522
1653.0099999986417,-0.1260439216751175
1681.5099999986157,-0.12728273791291228
1710.0099999985898,-0.13524814535036273
1738.509999998564,-0.14257678252131062
1767.009999998538,-0.14408137229456963
1795.509999998512,-0.14379104638950027
1824.0099999984861,-0.14768830158467913
1852.5099999984602,-0.1583639264466099
1881.0099999984343,-0.1602656899364264
1909.5099999984084,-0.15996501238692695
1938.0099999983825,-0.15996133620681816
1966.5099999983565,-0.15996855789663333
1995.0099999983306,-0.16010351648779927
2023.5099999983047,-0.1601462914844044
2052.00999999837,-0.16036270076599524
2080.509999998992,-0.16075566762535606
2109.009999999614,-0.16115020445179803
2137.5100000002362,-0.16141054521527262
2166.0100000008583,-0.1617167263358279
2194.5100000014804,-0.16337198431760316
2223.0100000021025,-0.1653428814827485
2251.5100000027246,-0.16724077052462732
2280.0100000033467,-0.16831712105198607
2308.510000003969,-0.16863476932104324
2337.010000004591,-0.16848271868649614
2365.510000005213,-0.16806630188918792
2394.010000005835,-0.1677661910805192
2422.510000006457,-0.16769964927431513
2451.0100000070793,-0.16769410405735777
2479.5100000077014,-0.1676939253814083
2508.0100000083235,-0.16769391768240233
2536.5100000089456,-0.16769849445757595
2565.0100000095676,-0.16803414103163647
2593.5100000101897,-0.16944063228968537
2622.010000010812,-0.17100767082616053
2650.510000011434,-0.17117940220902522
2679.010000012056,-0.17118339397131305
2707.510000012678,-0.17119527768785486
2736.0100000133,-0.17121055470496563
2764.5100000139223,-0.17121745660574877
2793.0100000145444,-0.17121941827638465
2821.5100000151665,-0.17121941827646636
2850.0100000157886,-0.17121941827663867
2878.5100000164107,-0.1712194182769246
